-21.193835701525103,-24.904513448044398,-30.957250073746735,-28.59943346554592
-21.460076413643108,-25.744827482512235,-30.428481603672545,-28.608451005566547
-22.836464556633185,-25.430422211723297,-30.187334446976337,-28.417023112571965
-20.84984804913314,-24.883146342897078,-30.96873490235168,-28.89279072630445
-21.418332427507163,-24.403873988506383,-28.61917136000014,-28.12238384934657
-21.451731032552793,-25.004997156867415,-30.12594128471967,-28.888187882817427
-21.004197004799643,-25.54658785649767,-31.691794543343835,-30.06178617366302
-19.400147424114415,-23.275872689677076,-28.713984258086796,-27.8998316769176
-23.42844645619661,-24.89015239035831,-32.68110165946838,-30.84915540397648
-19.818392706385385,-23.566064809465303,-28.532445762258124,-27.40895873588873
-20.4952416656292,-25.3534050131148,-30.626425885291024,-28.953552989918204
-20.5562291617538,-25.068204225606955,-30.569634666598844,-28.189194875546253
-17.92341435712944,-22.849943319145044,-28.221472201404747,-28.184913420973217
-21.46206516169945,-25.845096736006347,-28.98313179079331,-29.33453649699836
-21.560361023592368,-24.04345547947603,-29.8215203993721,-28.338763030162045
-20.648576808079053,-24.049685784900223,-28.89061783635355,-28.50212282169731
-20.277558714529242,-25.293024516021905,-29.818912027224172,-29.27736902369971
-21.654854314813257,-26.23813446559838,-31.468540520947222,-30.073745216612117
-20.642654396696205,-25.61235014822199,-29.653533294795984,-27.647829946964876
-19.08856617623122,-24.107923092596778,-29.518695822050663,-27.530935550559867
-23.175341995440576,-24.6859966428024,-31.705835025727225,-30.056122588752135
-21.33054674370148,-25.187435309832953,-29.654705719000926,-28.84843420381471
-19.062091446908635,-22.26221051885813,-28.522665432458453,-28.459842841545992
-18.24057495385729,-22.20847566290141,-28.01075039247001,-27.614954852278746
-20.065838376034616,-23.54642102855103,-29.738598358048282,-28.082817517743376
-21.626858808948437,-25.449620576920584,-30.844818191468846,-29.103520239144586
-21.770912129245694,-26.359763638365706,-30.966496791007113,-28.626069676024095
-20.66090472895931,-25.48175497611567,-30.627816784071346,-28.755326528426753
-21.39564257004942,-25.838126620984468,-31.856878049962894,-30.390372744900922
-20.15901686861839,-23.930605720970387,-30.2739587759299,-28.140864261366286
-22.267863338389528,-17.864802881027458,-24.646262066357817,-25.61530054717673
-24.193770094965554,-21.428646570133335,-27.279491828641074,-26.772567187122004
-23.00142749996688,-18.903686521320108,-26.682515181796155,-25.308837458762284
-23.92418777967633,-18.608707976253573,-26.217378778555812,-26.992993286597734
-23.346072336059873,-17.834635310367137,-25.611363835673476,-26.485695309951247
-23.811526584504367,-19.108319146140175,-27.202941211248493,-27.294335170577963
-24.289999751417863,-18.581639983072133,-27.19897310608729,-27.238317200114395
-25.92501933943369,-21.027290372691475,-26.99176072059306,-28.212510092923857
-25.391192792009836,-20.00011220977578,-26.4801220034027,-27.873096432169884
-25.07008568655514,-19.550979484980505,-29.81522181645183,-27.91589622193155
-24.07494206520389,-20.846621808352495,-27.96522387853646,-25.960793297868296
-24.21894694085741,-21.581383878686804,-30.363319173725653,-29.254008488669687
-23.076003168349335,-18.612687822112186,-28.069807354705834,-27.147171190973424
-22.37513269590509,-18.834221208132032,-26.042151499302435,-26.410142539012273
-24.430730618518787,-19.783297191322788,-26.92291072295137,-27.695157397359015
-23.886540288149614,-18.760910525414882,-29.665237517404243,-27.110981854350932
-24.79714585610689,-20.61166882325563,-29.507282401088762,-27.709430628805443
-24.200581924934298,-20.089742895981455,-29.113578815866536,-26.829047881468465
-24.006918578778,-18.74060182469947,-27.834742768352978,-26.70500395604692
-22.966680425924174,-18.123325596632284,-27.367704961797394,-26.250113286300433
-22.983431590132536,-18.651432878443973,-24.969306371694287,-26.06988272376551
-23.565755931240606,-19.823420978271606,-28.07097670789925,-27.526423100035526
-24.763563975775455,-20.6092870252589,-28.083341214633478,-27.214130102893634
-23.255772259854208,-20.272613727761172,-27.18144313271336,-27.37306837715435
-24.54324091598232,-19.62883379366395,-27.17100201791664,-27.101532705571096
-24.27891205075551,-20.415597859165043,-29.488303686302597,-28.42022054788071
-23.97657460168977,-19.28498419666778,-26.906410284200298,-26.30488452514327
-24.41358695026894,-19.43459481981669,-28.3522684347953,-26.977487273401284
-24.676863331571887,-20.47410473232121,-28.568751980240766,-26.697984616335184
-24.954847503636316,-20.774466781562698,-27.88293603606063,-27.69037389713269
-25.15744244984639,-23.2517583452667,-15.624566734498867,-25.94376964385687
-30.505020731223777,-30.359506656124342,-29.035897279380055,-30.815365232816777
-25.884081036816617,-23.571668033467642,-20.804231976171177,-27.475457696938136
-24.685352661257003,-22.97729612615612,-15.339680356318079,-25.890090594552436
-24.449522659102126,-22.166438625777467,-16.090084436011484,-25.87870352591627
